episode,qmax
1,0.044505879282951355
2,0.04424115642905235
3,0.04489811137318611
4,0.04445169121026993
5,0.044381968677043915
6,0.044033922255039215
7,0.044629935175180435
8,0.04557057470083237
9,0.0433652363717556
10,0.04441705346107483
11,0.04490649700164795
12,0.044412899762392044
13,0.04403126612305641
14,0.04357128590345383
15,0.044730499386787415
16,0.04494011402130127
17,0.044686492532491684
18,0.04457218199968338
19,0.04463490471243858
20,0.04426531866192818
21,0.04550553858280182
22,0.04391081631183624
23,0.04543216526508331
24,0.0449170283973217
25,0.044102709740400314
26,0.04381910711526871
27,0.04438507556915283
28,0.04432514309883118
29,0.04411020874977112
30,0.04545670375227928
31,0.04431253671646118
32,0.04429766908288002
33,0.04464427009224892
34,0.044985752552747726
35,0.043619412928819656
36,0.044146422296762466
37,0.04442385584115982
38,0.04384706914424896
39,0.04536493867635727
40,0.04524550586938858
41,0.04403237998485565
42,0.04369569569826126
43,0.044316697865724564
44,0.044154487550258636
45,0.04489752650260925
46,0.045345474034547806
47,0.044867679476737976
48,0.044940583407878876
49,0.0447443388402462
50,0.0441913828253746
51,0.044657737016677856
52,0.043793935328722
53,0.04436323791742325
54,0.044268619269132614
55,0.0446193665266037
56,0.04428531602025032
57,0.04586882144212723
58,0.05799149349331856
59,0.047890085726976395
60,0.06281953305006027
61,0.07022696733474731
62,0.08449310064315796
63,0.14102475345134735
64,0.20029406249523163
65,0.21856416761875153
66,0.20691189169883728
67,0.22284092009067535
68,0.24666059017181396
69,0.2518322765827179
70,0.2507583200931549
71,0.25639984011650085
72,0.3204618990421295
73,0.410662442445755
74,0.37624746561050415
75,0.4497053325176239
76,0.4117356538772583
77,0.5006648302078247
78,0.48988500237464905
79,0.5227187275886536
80,0.6984170079231262
81,0.6097458600997925
82,0.7167317271232605
83,0.7580942511558533
84,0.9210561513900757
85,0.8267951011657715
86,0.8794422149658203
87,1.0118287801742554
88,1.0875670909881592
89,1.0200194120407104
90,1.0032474994659424
91,1.0454801321029663
92,1.0367350578308105
93,0.9582758545875549
94,0.931388795375824
95,1.136221170425415
96,1.1416970491409302
97,1.2843929529190063
98,1.1554361581802368
99,1.305368185043335
100,1.3539729118347168
101,1.2886168956756592
102,1.3946560621261597
103,1.6169978380203247
104,1.5924113988876343
105,1.076766014099121
106,1.587111473083496
107,1.562351942062378
108,1.8255376815795898
109,1.8753606081008911
110,1.7912845611572266
111,1.8698049783706665
112,1.7344403266906738
113,1.9976826906204224
114,1.9145158529281616
115,1.87808358669281
116,2.1789424419403076
117,2.1344985961914062
118,2.147754669189453
119,2.1756749153137207
120,2.400650978088379
121,2.6325700283050537
122,2.628317356109619
123,2.509434700012207
124,2.4421896934509277
125,2.6907899379730225
126,2.6989247798919678
127,2.151123523712158
128,2.865251302719116
129,3.2860426902770996
130,3.2639691829681396
131,3.4217705726623535
132,3.5086252689361572
133,2.938932418823242
134,2.985623359680176
135,3.318687915802002
136,3.0756585597991943
137,3.4758009910583496
138,3.2296698093414307
139,3.247300386428833
140,3.9371957778930664
141,3.982645273208618
142,3.357161045074463
143,3.9097092151641846
144,3.90610408782959
145,4.051814556121826
146,4.100526809692383
147,4.192259788513184
148,4.212361812591553
149,4.222667217254639
150,4.39199686050415
151,4.356875896453857
152,4.397806644439697
153,4.110000133514404
154,4.666853904724121
155,5.0919976234436035
156,4.400360584259033
157,4.6448798179626465
158,4.687163352966309
159,5.029537200927734
160,4.47011137008667
161,4.607881546020508
162,5.005133628845215
163,4.70220422744751
164,4.637847900390625
165,4.75273323059082
166,4.608418941497803
167,4.564903736114502
168,4.7615461349487305
169,4.640658855438232
170,4.639748573303223
171,4.891944885253906
172,5.100619316101074
173,4.901724815368652
174,5.3390069007873535
175,4.8968825340271
176,5.219484329223633
177,5.0363006591796875
178,5.056913375854492
179,5.74224853515625
180,5.63817834854126
181,5.230493545532227
182,5.880936145782471
183,5.130921840667725
184,5.1993536949157715
185,5.2164201736450195
186,5.380127906799316
187,5.346017360687256
188,5.4234137535095215
189,5.477141857147217
190,5.605903625488281
191,5.824930191040039
192,5.51301908493042
193,5.6199564933776855
194,5.510693550109863
195,5.736112117767334
196,5.722451686859131
197,5.993164539337158
198,5.762137413024902
199,5.719117164611816
200,6.11923885345459
201,5.930573463439941
202,6.213220596313477
203,6.0697550773620605
204,6.037909984588623
205,6.178674697875977
206,5.98404598236084
207,6.088784217834473
208,6.608660697937012
209,6.528787612915039
210,6.397789001464844
211,6.73706579208374
212,6.230413436889648
213,6.651728630065918
214,6.819651126861572
215,6.564503192901611
216,6.58384895324707
217,6.458971977233887
218,6.800995826721191
219,6.8643670082092285
220,6.579333305358887
221,7.167788982391357
222,6.825808048248291
223,6.857215404510498
224,6.707677364349365
225,7.091425895690918
226,7.054389953613281
227,7.109379768371582
228,7.029002666473389
229,6.956455230712891
230,7.179169178009033
231,7.355964183807373
232,7.285696029663086
233,7.31651496887207
234,7.401578426361084
235,7.316236972808838
236,7.42716121673584
237,7.4653825759887695
238,7.359976768493652
239,7.33112907409668
240,7.420756816864014
241,7.541014194488525
242,7.623088359832764
243,7.75112247467041
244,7.6226654052734375
245,7.9428486824035645
246,7.794003009796143
247,7.555700778961182
248,7.492516040802002
249,7.959560871124268
250,7.505663871765137
251,7.929320812225342
252,8.193825721740723
253,7.752475738525391
254,7.713473796844482
255,7.841592311859131
256,8.036200523376465
257,8.20405387878418
258,7.713370323181152
259,8.033426284790039
260,8.130657196044922
261,7.67158317565918
262,7.7825140953063965
263,7.8812947273254395
264,7.641288757324219
265,7.662806987762451
266,7.877270698547363
267,7.798002243041992
268,7.774162769317627
269,7.8504509925842285
270,7.535830497741699
271,8.023083686828613
272,8.542301177978516
273,7.731141090393066
274,8.57501220703125
275,8.625544548034668
276,8.172602653503418
277,8.604837417602539
278,7.793893337249756
279,7.83873987197876
280,8.01239013671875
281,8.829558372497559
282,7.912622451782227
283,7.9327712059021
284,9.020251274108887
285,8.025412559509277
286,8.086075782775879
287,8.491094589233398
288,9.013278007507324
289,8.034503936767578
290,7.983064651489258
291,8.136492729187012
292,8.019993782043457
293,7.910785675048828
294,8.1434965133667
295,8.720681190490723
296,8.847477912902832
297,8.827869415283203
298,8.956265449523926
299,8.125099182128906
300,8.831367492675781
301,9.12621021270752
302,8.666837692260742
303,9.61888599395752
304,9.002157211303711
305,9.525273323059082
306,8.254867553710938
307,8.834356307983398
308,9.362698554992676
309,9.424781799316406
310,9.408846855163574
311,9.085874557495117
312,9.502589225769043
313,9.419413566589355
314,8.221600532531738
315,8.341388702392578
316,9.457454681396484
317,9.37360668182373
318,9.218953132629395
319,8.401419639587402
320,8.640218734741211
321,8.984575271606445
322,9.406550407409668
323,9.873213768005371
324,8.823592185974121
325,8.517311096191406
326,8.789459228515625
327,8.588984489440918
328,9.596738815307617
329,8.76220989227295
330,9.23772144317627
331,10.02810287475586
332,8.733929634094238
333,8.771800994873047
334,9.091400146484375
335,8.953140258789062
336,8.975560188293457
337,9.817767143249512
338,10.03602123260498
339,10.18513011932373
340,9.285004615783691
341,10.126949310302734
342,9.992131233215332
343,10.382709503173828
344,9.201705932617188
345,9.441729545593262
346,9.68321418762207
347,10.015933990478516
348,10.078720092773438
349,9.493890762329102
350,9.314249992370605
351,9.22104263305664
352,9.581615447998047
353,10.099485397338867
354,9.535809516906738
355,9.354835510253906
356,10.590987205505371
357,10.45954704284668
358,10.19454574584961
359,10.403826713562012
360,10.34372329711914
361,9.825398445129395
362,10.085315704345703
363,10.472564697265625
364,10.58436393737793
365,9.7724609375
366,10.334783554077148
367,9.708373069763184
368,9.883718490600586
369,10.921483993530273
370,10.481414794921875
371,10.004454612731934
372,9.874286651611328
373,9.87732219696045
374,10.532849311828613
375,9.870635032653809
376,10.457109451293945
377,10.009897232055664
378,10.568924903869629
379,10.775825500488281
380,9.792548179626465
381,10.559730529785156
382,10.427749633789062
383,10.794116973876953
384,10.34014892578125
385,10.468827247619629
386,10.108088493347168
387,10.148098945617676
388,9.992837905883789
389,10.15180492401123
390,11.059926986694336
391,10.550614356994629
392,10.65762996673584
393,10.100008010864258
394,11.704851150512695
395,10.774439811706543
396,11.195311546325684
397,10.72465705871582
398,11.146865844726562
399,11.462640762329102
400,10.880521774291992
401,11.009906768798828
402,10.16934585571289
403,10.327049255371094
404,10.563570976257324
405,10.974303245544434
406,11.03626823425293
407,10.506192207336426
408,10.504992485046387
409,11.124290466308594
410,10.567573547363281
411,11.41039752960205
412,10.838460922241211
413,10.736969947814941
414,10.7966890335083
415,10.688307762145996
416,10.8807373046875
417,11.462381362915039
418,11.036961555480957
419,10.565248489379883
420,11.041248321533203
421,11.333741188049316
422,10.94298267364502
423,10.950987815856934
424,11.429889678955078
425,11.134202003479004
426,10.854111671447754
427,11.235865592956543
428,12.02092456817627
429,11.014213562011719
430,11.295303344726562
431,10.973546028137207
432,11.888197898864746
433,11.072359085083008
434,11.497835159301758
435,11.635966300964355
436,11.408977508544922
437,11.898608207702637
438,11.449947357177734
439,12.148946762084961
440,11.44057559967041
441,12.853682518005371
442,12.743938446044922
443,11.949949264526367
444,12.594501495361328
445,12.860908508300781
446,12.820573806762695
447,11.839348793029785
448,11.597223281860352
449,11.580465316772461
450,11.770257949829102
451,12.36560344696045
452,12.496517181396484
453,12.59303092956543
454,12.738446235656738
455,12.96243953704834
456,13.052370071411133
457,13.197271347045898
458,12.995244026184082
459,13.312376022338867
460,12.20888614654541
461,12.763069152832031
462,12.911622047424316
463,12.909626960754395
464,13.356305122375488
465,12.773959159851074
466,13.717021942138672
467,13.249852180480957
468,14.012678146362305
469,13.49311637878418
470,12.98265552520752
471,13.974262237548828
472,13.914230346679688
473,13.509033203125
474,14.120378494262695
475,13.97127914428711
476,13.901673316955566
477,14.51348876953125
478,14.290694236755371
479,14.277498245239258
480,14.311034202575684
481,13.927045822143555
482,14.32677173614502
483,14.275103569030762
484,14.318876266479492
485,14.483322143554688
486,14.3895902633667
487,14.470476150512695
488,14.448204040527344
489,15.182238578796387
490,14.589734077453613
491,15.022515296936035
492,14.879938125610352
493,14.307148933410645
494,14.540824890136719
495,14.555619239807129
496,14.813798904418945
497,14.638859748840332
498,14.585103988647461
499,14.66498851776123
500,14.80964183807373
501,14.871819496154785
502,15.11906909942627
503,14.711411476135254
504,14.931719779968262
505,14.696831703186035
506,14.95715045928955
507,14.86294174194336
508,15.662291526794434
509,15.136919021606445
510,14.733965873718262
511,14.881993293762207
512,14.796186447143555
513,15.067734718322754
514,15.133903503417969
515,15.039148330688477
516,15.253179550170898
517,15.033885955810547
518,15.012785911560059
519,14.767973899841309
520,15.226703643798828
521,15.243433952331543
522,15.178206443786621
523,15.106553077697754
524,15.48314380645752
525,14.81576919555664
526,15.294614791870117
527,15.943603515625
528,15.221390724182129
529,15.580342292785645
530,15.067107200622559
531,15.082547187805176
532,15.239944458007812
533,15.414109230041504
534,15.413959503173828
535,14.968659400939941
536,15.31755542755127
537,15.759939193725586
538,15.199457168579102
539,15.371625900268555
540,15.560190200805664
541,15.360852241516113
542,15.291154861450195
543,15.35823917388916
544,15.40410041809082
545,15.171199798583984
546,15.182718276977539
547,15.775014877319336
548,15.435410499572754
549,15.502452850341797
550,15.306471824645996
551,15.338235855102539
552,15.223925590515137
553,15.228493690490723
554,14.954147338867188
555,15.075735092163086
556,15.223309516906738
557,15.536323547363281
558,14.955156326293945
559,15.033979415893555
560,14.980527877807617
561,15.267491340637207
562,14.891634941101074
563,15.126949310302734
564,14.777342796325684
565,15.456955909729004
566,15.147164344787598
567,15.022775650024414
568,14.743030548095703
569,14.70516586303711
570,14.767085075378418
571,14.95248031616211
572,14.835346221923828
573,15.135913848876953
574,14.542906761169434
575,14.450332641601562
576,14.859528541564941
577,14.507233619689941
578,14.639883995056152
579,14.766902923583984
